제목,리뷰,평점
어벤져스: 엔드게임,여운이 믾이 남는... ,10
어벤져스: 엔드게임,전작들에 대한 헌사와 오마쥬로 가득한 훌륭한 마무리 선물상자. 몇 고개를 갸우뚱하게 만드는 장면들이 있었으나 전반적으로 매우 만족. 특히 윈터솔져와 예전에 핫했던 코믹스 내용의 오마쥬 부분에서 매우 터짐. 아직도 웃김. ,9
동방불패,저 태어난 해에 나온 영환데 제 나이가 지금봐도 임청하 이모 정말 매력적인 캐릭터네요 ㄷㄷ ,10
어벤져스: 엔드게임,30000만큼 재밌어요 ,10
"지금, 만나러 갑니다",생각날때마다 다시 보고있는 인생 최고의 영화 ,10
어벤져스: 엔드게임,어벤져스4: 엔드게임 2019 ,1
어벤져스: 엔드게임,싼다....지린드아 ,10
어벤져스: 엔드게임,3000만큼 사랑해요ㅜㅜ ,10
어벤져스: 엔드게임,네뷸라 없었으면 재미없을뻔 ,10
어벤져스: 엔드게임,ㅠㅠㅠㅠ마지막 아니라고 해줘요~~~ ㅠㅠㅠㅜ ,10
어벤져스: 엔드게임,평점올리기용댓글ㅇㅇㅇㅇ ,10
어벤져스: 엔드게임,어벤져스 마지막이야기... ,8
어벤져스: 엔드게임,짜고 싸버렸다 어벤져스 어셈블 ,10
코러스,내 인생 최고의 영화 감동 그 자체 ,10
어벤져스: 엔드게임,닥터스트레인지가 최고의 빌런.수많은 경우의 수로 토니가 핑거스냅하는 것을 예상했음에도비전 살려서 마인드스톤 뽑을때처럼 토니가 죽어갈때 멍때리지말고 언넝 타임스톤으로 몸 컨디션 되돌렸으면 살수있을것을 그냥 나두었음. ,6
어벤져스: 엔드게임,마무리답네요. 재밌게 잘봤습니다 :-) ,8
어벤져스: 엔드게임,끝맺음 있는 내용이네요  잘봤어요 ,10
어벤져스: 엔드게임,아니 블랙위도우 죽으니 장례식도 안해주면서 토니 죽으니 장례식? 대놓고 성차별하네 한남 수준 ,1
어벤져스: 엔드게임,말이 필요 없어요ㅠㅠ으허엉 ,10
어벤져스: 엔드게임,보는내내 울컥하다 웃다가 울다가 감동이다가 아주그냥...와우.. ,10
어벤져스: 엔드게임,마블 3000만큼 사랑합니다마블 3000만큼 사랑합니 ,10
어벤져스: 엔드게임,"하나의 대장정은 끝이 났으나 마침표.가 아닌 반점,으로 앞으로 나올 영화들이 쓰러지지 않고 마블유니버스라는 세계관을 탄탄하게 채워나가길 빈다.왜이리 텅빈거 같고 아련하냐...ㅜ ",10
어벤져스: 엔드게임,3000점 주고싶어요 ,10
어벤져스: 엔드게임,어벤져스 시리즈의 마무리를 잘 지은거같네요 재밌어요 ,10
어벤져스: 엔드게임,정말 기대이상만큼 재밌게 잘 봤습니당 ,10
어벤져스: 엔드게임,인피니트 워에서는 특정 캐릭터들만 멋있었는데 엔드게임은 다멋있어 진심 캐릭터 하나하나 다멋있음ㅠㅠㅜ 마지막이라 그런지 한명한명 나올때마다 마음이 찡했음ㅠㅠ제발제발 봐요 나만 운거아니라 다행이다 으헝 너무 슬퍼ㅠㅠ ,10
우상,대사만 잘 들린다면 구점~~ ,8
어벤져스: 엔드게임,마지막 한타 개꿀잼 ♡♡♡ ,10
어벤져스: 엔드게임,마블 팬 인것이 영광스러웠습니다 사랑해요 마블 ,10
어벤져스: 엔드게임,마블 그 자체의 영화였다 ,10
어벤져스: 엔드게임,세시간이 눈깜짝 할 사이에 지나가버린 넘나 재미있게 봤어요 ,10
어벤져스: 엔드게임,중간에 화장실 가고 싶은 욕구가 안생기는데요...너무 재밌음 ,10
뽀로로 극장판 보물섬 대모험,아이가 엄청 좋아합니다. 뽀로로 특유의 신나는 음악과 율동에 엉덩이가 들썩들썩하네요 ㅋㅋ 로디가 안나와서 섭섭했다는거 빼고 정말 최고입니다 ,10
어벤져스: 엔드게임,끝이아니길....ㅠㅠ ,9
어벤져스: 엔드게임,cg 에 익숙해져서 그런지새롭게 느껴지는 부분은 없었다그냥 화려했다마무리를 그동안 풀어둔 떡밥에 걸맞게 풀어가지 못한 느낌 서둘러 끝내버린.캡틴마블은 잔치연락 받고 부랴부랴 온 손님 같았다ㅈㄴ 빨아대는 알바색히들이 많아서 3점주려다별2개준다 ,4
어벤져스: 엔드게임,액션은 인피니티워 눈물이 나는건 엔드게임 ,10
생일,억지눈물.... 쥐짜려는게 보였다 ,1
어벤져스: 엔드게임,루소형제는 그냥 최고다 ,10
어벤져스: 엔드게임,최고의 영화입니다.이런영화를 볼수있다는 것에 감사합니다. ,10
어벤져스: 엔드게임,3시간 동안 지렸습니다 ,9
어벤져스: 엔드게임,이순신은 왜 안나오나요..? ,10
어벤져스: 엔드게임,최고야 어벤져스 ㅠㅠㅠ엉엉오 ,10
어벤져스: 엔드게임,어벤져스 외전뜸 타노스가 손가락 튕기기로 머리카락얻고 모두가 잘산다는 엔딩 ^^ ,10
어벤져스: 엔드게임,최고!! 다른말이 필요없는 최고의 영화 ,10
어벤져스: 엔드게임,내 20대를 함께 한 마블유니버스 감사합니다. ,10
어벤져스: 엔드게임,캡틴 마블  아쉬움이 남는다. ,8
어벤져스: 엔드게임,천둥의신 캡틴아메리카 사랑해요 마블? ,10
어벤져스: 엔드게임,조조보고 치즈버거먹고 또 봣습니다 ,10
어벤져스: 엔드게임,최고..한장면도 아깝지 않다. 또 보러가야지 ,10
어벤져스: 엔드게임,나의 20대를 몽땅 책임진 영화가 이렇게 끝나게되서 나무 아쉽다. 하지만 이만한 결말은 없었을 것 같다. ,10
어벤져스: 엔드게임,사랑합니다. 마블~~~ 영원히 기억되리...아이언맨~ ,10
어벤져스: 엔드게임,3000만큼 사랑해 마블... ,10
어벤져스: 엔드게임,영원히 기억될 띵작!! ,10
노무현과 바보들,그만 울거먹어라고노통이 지하에서 통곡하겠다 ,2
어벤져스: 엔드게임,반전은 반전인 것 같아요 그냥 진짜 보시기를 바래요 ㅜㅜㅠ 한 번 더 보고 싶네 ,10
어벤져스: 엔드게임,재밌네 나중에 또 봐야것다 ,10
어벤져스: 엔드게임,기대를 저버리지 않는 영화였습니다 ,10
어벤져스: 엔드게임,미쳣다.. 그냥미친영호ㅓ ,10
어벤져스: 엔드게임,정말 최고네요~~최고최고~~!! ,10
보헤미안 랩소디,퀸이라는 밴드를 알게된 좋은영화 ,10
어벤져스: 엔드게임,이야이거조타아주조타 ,10
악질경찰,영화 제목을 잘못정한듯ㅋ악질영화 ,2
어벤져스: 엔드게임,또보고또 보고싶은 영화 ,10
어벤져스: 엔드게임,사란ㅇ햐요 정말 너무재밌따 ,10
어벤져스: 엔드게임,말이 필요없다!! 감동 그 이상이다!! 내 마음속에 영원하리!! 어벤져스!!! ,10
어벤져스: 엔드게임,와이프가우네요마블모르는데... ,10
어벤져스: 엔드게임,개쩜 역사에 남을 대작임 ㅠㅠ ,10
어벤져스: 엔드게임,ㄱㅊ네요 공백을매우자 ,10
어벤져스: 엔드게임,아이언맨이랑 캡틴아메리카가  토르 이3명이 거의 중심이였다고생각하는데 이중에 2명이빠지면서 개인적으론 앞으로나올마블영화중에 아스가디언즈갤럭시 이거빼고는 다른마블영화는 뭔가  잘안보게될거같음.... ,10
캡틴 마블,무슨내용인지  모르겠음 ,6
어벤져스: 엔드게임,그냥 역대 최고의 마블영화. 마블10년을 기념하면서 원년멤버에 대한 예우와 차기 마블을 이끌 멤버들을 보여주는 영화. ,10
어벤져스: 엔드게임,극한직업보다 만배잼있어요 ,10
증인,스토리 괜찮고 생각이 많아지게하는 영화 ,8
어벤져스: 엔드게임,3000만큼 재밋고 사랑합니다 ,10
어벤져스: 엔드게임,보고싶다 일요일까지 기다려야 하는데 ,10
어벤져스: 엔드게임,좋은 영화를 감상하였습니다 .. ,10
어벤져스: 엔드게임,SHIT... shit... ,10
어벤져스: 엔드게임,넘 지루해서 중도에 나와버렸음.정확히는 39분뒤에 나왔음. ,2
살인마 잭의 집,굉장히 고어스러우면서 살인마의 시점으로 보는 영화라는 점이 참신하였던 작품. ,8
어벤져스: 엔드게임,세 시간이 가는줄 모르게 흡입력은 있었으나 떡밥 회수에 바빴음 ,6
알리타: 배틀 엔젤,재미없고 뭘본건지 모르겠다 ,4
노무현과 바보들,일베버러지들 다 모였네 ㅋㅋ ,10
어벤져스: 엔드게임,나의 영웅들~ 포에버 어벤져스 ,10
어벤져스: 엔드게임,울고 지리고 훌쩍였다... ,10
어벤져스: 엔드게임,좋아좋아 캡마처럼 운명의 여인을 만나 잘 살 것이다. ,10
강변호텔,네이버 페이 받고 싶어서 씁니다 ,8
어벤져스: 엔드게임,최애영화 너무나 너무나 슬픈 ,10
어벤져스: 엔드게임,아이맥스로 보지 못한게 한이 됩니다 ㅜㅜㅜㅜ ,10
어벤져스: 엔드게임,이게 무슨 미친짓입니까?내 인생영화를 바꿔놓다니...마블 사랑합니다..저는 여기까지만 보겠습니다.다음은 차마 못보겠네요.. 이걸 따라올 수가 없어요.. ,10
어벤져스: 엔드게임,어벤져스는 아이언맨의 역사 ,10
어벤져스: 엔드게임,"자칫하면 ㅈ될뻔한 소재를 완벽하게 소화시켰다 오케스트라 바이올린 ,오보에랑 기타소리는 킬링포인트다 ",10
어벤져스: 엔드게임,기대를 너무 많이한듯하다 기대에못미치는... ,7
어벤져스: 엔드게임,아 너무 재밌어 두번보세여 ,10
어벤져스: 엔드게임,눈물없이 보낼 수 없는 그들 ,10
범블비,재미있게잘관람했습니다. ,8
블레이드 러너,리들리 스콧 감독의 대표작이자 20세기 최고의 공상과학 영화로 손꼽힐만한 작품. ,10
크게 될 놈,평을 내리기위해 별 반개를 주는 영화종교로도 덮을 수 없는 진부하고 현 트랜드에 벗어난 구원파식 신파 ,1
어벤져스: 엔드게임,너무 너무 너무 너무 너무 여운이 남는구먼 ,10
어벤져스: 엔드게임,팬들에겐 정말 최고의 영화 ㅠㅠ 여태껏 봤던 그 어떤 만화나 영화 모두 통틀어서 이정도 전율은 느껴본적이 없었습니다 3d 안경 밑으로 눈물을 몇번이나 주륵주륵 흘렸네요 ㅋㅋ ,10
아메리카 뮤직&와일드,"음악 어벤져스, 음악은 하나로 묶는 힘 ",6
몬몬몬 몬스터,"연출,영상미 최고에요. 영화에 담긴 메세지도 너무 좋네요ㅎㅎ 그런데 밖에 앉은 여자애 피 안먹일거면 도망가라고 언질좀 해주징..불때문에 위험할 것 같은데 ",10
어벤져스: 엔드게임,짧게말하면 딱기대한만큼을 보여준것같다스포하는새1끼들은 다 나가뒤졌으면 한다 ,10
어벤져스: 엔드게임,걍 대박 말이 안나온다증말 ,10
어벤져스: 엔드게임,와 대박~~!~!~! ,10
어벤져스: 엔드게임,더이상 말이 필요없습니다 짝짝짝 ,10
어벤져스: 엔드게임,영화 시간잘못알아서 놓침 ㅠㅜ 오늘 다시보러갑니다 ,10
한 솔로: 스타워즈 스토리,한 솔로라는 캐릭터의 개성을 구체적으로 표현해낸 스핀오프 영화. ,7
어벤져스: 엔드게임,마지막 대사가 뭐였지? ,8
어벤져스: 엔드게임,역시 어벤져스ㄷㄷ 보면서 감동 3시간이 순식간 ,10
어벤져스: 엔드게임,I'm iron man. ,10
어벤져스: 엔드게임,10점10점10점10점 ,10
어벤져스: 엔드게임,내가 봤던 영화 중 제일 재미있었다!!! ,10
해피 투게더,색소폰이란 소재만 끼얹진 흔한 한국 영화 ,6
뽀로로 극장판 보물섬 대모험,잘만든 영화 아이들과 잘봤어요~~~?? ,10
어벤져스: 엔드게임,재미없네..돈아깝다 ㅠㅠ ,2
어벤져스: 엔드게임,고마워요 아이언맨.. ,10
오늘,왜 그땐 이 영화를 몰랐을까.. ,10
어벤져스: 엔드게임,말이필요없다 마블사랑합니다 ,10
어벤져스: 엔드게임,최소 3번이상 볼 예정. ,10
어벤져스: 엔드게임,이건 진짜다 인생영화 !!!! ,10
어벤져스: 엔드게임,굿바이 토니  유아 마이 멘토 ,10
어벤져스: 엔드게임,어벤져스 어셈블! 외쳤을때 감동이였음 ,10
어벤져스: 엔드게임,세시간인데 어떻게 단 한순간도 안지루할수가있지.... ,10
어벤져스: 엔드게임,지루한줄모르고 봤습니다세시간이 금방이네요~ ,10
어벤져스: 엔드게임,역시 마블은 실망시키지 않았어. 넘 좋았다. 희노애락을 모두 잡은 영화. 아이언맨.. 늠 멋졌다. 스포는 하지않겠다. 꼭 보세요~ 후회하지 않을 영화! ,10
어벤져스: 엔드게임,"결국 전편에서 예정된 뻔한 타임워프 설정과, 마지막편 정리에 집중된 스토리...중구난방 히어로들의 전투신은 좀 아닌듯.그래도 3시간이 지겹진 않았다. ",7
어벤져스: 엔드게임,무엇을 상상하던 그 이상 ,10
리틀 포레스트,마음이 평화로워지고 위로가 되는 영화 ,10
어벤져스: 엔드게임,인피니티 사가의 마지막으로서 후회없이 즐감한듯. ,8
어벤져스: 엔드게임,"제미와 흥분, 감동, 슬픔을 주는 세대 최고의 영화 ",10
어벤져스: 엔드게임,이 영화를 본사란과 안본사람으로  나눠진다. ,10
어벤져스: 엔드게임,역시 디즈니라 그런가요... 쥐가... 세상을 구했네요 ,7
어벤져스: 엔드게임,쓰리따우젼스 알라뷰 합니다 ,8
어벤져스: 엔드게임,그렇다. 토르는 신이엿다. ,10
어벤져스: 엔드게임,마블이 이게 끝인게 말이안되요ㅠㅠ ,10
어벤져스: 엔드게임,와  대박이네요 역시 마블 감동 ,10
생일,잊지말아요 폭식집회. ,10
어벤져스: 엔드게임,진짜 대박입니다.. 꼭보세요 ,10
어벤져스: 엔드게임,안녕 어벤져스! 행복했어요! ,10
어벤져스: 엔드게임,끝이라니 너무 아쉬워요.. ,10
뽀로로 극장판 보물섬 대모험,7살 우리 아들도 너무 재미있게 보았다고 하네요 ,10
어벤져스: 엔드게임,말이 필요없어요 재밌습니다 ,10
아이언맨,마블의 시작은 아이언맨이다 ,10
어벤져스: 엔드게임,I love you three thousand. ,10
어벤져스: 엔드게임,재밌어요.. 다만 3시간안에 완결내려는 의지가 보여서 아쉬워요. ,8
캡틴 마블,;;평점 알바가 있나..앤드게임 보기전에 봤는데 시간 날렸다 ,1
어벤져스: 엔드게임,지금 보는중 1시간 반정도 지나고 있는데지극히 주관적인 관점이지만영화보면서 댓글달정도로 난 너무 지루하게 보는중 ,1
어벤져스: 엔드게임,엔드게임을보면 이후의 마블에 흥미가 떨어질거 같았는데 오히려 깔끔한 결말을 보여주면서 앞으로의 마블도 기대하게만든영화 ,10
어벤져스: 엔드게임,또 보고 싶다 길고 긴 대장정을 봐서 감동이다 ,10
드래곤,참 잘만들진 영화 리메이크 돼서 나오면 좋겟다. ,10
어벤져스: 엔드게임,아이언맨 그동안 행복했습니다! ,10
어벤져스: 엔드게임,살빼야할거같은 느낌과 치즈버거 먹고싶은 기분의 이상한 공존 ,10
어벤져스: 엔드게임,1시간 남겨놓고.. 오줌보가 터질것 같았지만.. 꾹 참고 마지막 까지 봤다... 그럴만 했다.. 진심...토니 당신은 영원히 기억될겁니다.. ,10
어벤져스: 엔드게임,"완벽한 마무리, 굿바이 어벤져스! ",10
캡틴 마블,아이언맨보다 쎌 거 같은... 영화가 과거를 배경으로 해서 더더욱 좋았습네다! ,10
어벤져스: 엔드게임,시간나면 또봐야지!!!! ,10
어벤져스: 엔드게임,어벤져스 스포하면 3대감 멸합니다^^ ,10
어벤져스: 엔드게임,평점이... 유치한 히어로 영화..+ 지루한... 딱 그이상도 그이하도 아닌..시간 아깝다..3시간.. ,1
어벤져스: 엔드게임,어벤져스의 마지막을 아주 잘 그려냈다 ,10
어벤져스: 엔드게임,어벤져스의 마지막을 아주 잘 그려냈다 ,10
어벤져스: 엔드게임,Avengers Assemble 캬~~~~ ,10
어벤져스: 엔드게임,개봉일에 봤고 초 대박 감동이었습니다.요번엔 4d로 보려구요 ,10
어벤져스: 엔드게임,ㅠㅠ..끝이라니..슬퍼요 ,10
어벤져스: 엔드게임,그냥 모르겟고 사랑합니다 마블 ,10
어벤져스: 엔드게임,집에 가서 아이언맨1부터 다시보게 만드는 영화 ,10
어벤져스: 엔드게임,감사합니다.... 전설과 함께해서 행복했었네요 ,10
어벤져스: 엔드게임,진짜 전투씬은 대박이었... ,10
어벤져스: 엔드게임,아이언맨이  왜죽어야하는지  이유를모르겠음..에너지를많이썼나..어이없음.   하지만긴영화를  잘이끌어나가고  멋지게 잘만듬..영화보시길추천. ,9
퓨리,최고의 영화전차전이라는 희귀한 소재를 엄청 박진감 있게 잘 살린 전투씬과 인물들의 대사 하나하나가 귀중한 명언이 되는 작품이다 ,10
어벤져스: 엔드게임,감히 예상해보면 50년 뒤에도 영화계에서 손꼽히는 명대사로 불리고 있을거다. I’m Ironman. ,10
어벤져스: 엔드게임,감사합니다 마블. 최고였습니다. ,10
어벤져스: 엔드게임,별 3000개 주고싶다 ,10
어벤져스: 엔드게임,진짜 박수 칠때 떠난다...진짜 내 인생시리즈다 마블 ,10
어벤져스: 엔드게임,오줌마려운거 빼곤 꿀잼 ,10
어벤져스: 엔드게임,10년 영화 한편에 다 담았습니다 ,10
어벤져스: 엔드게임,돈아까움  십만원내고 볼걸 ㅠ ,10
아틱,배우보고 생각 없이 보기 시작했는데....인생 의리군요 ,10
어벤져스: 엔드게임,할많하않....ㅠㅠ ,10
어벤져스: 엔드게임,가슴이 너무 먹먹하다... ,10
어벤져스: 엔드게임,"어벤져스 시대에 태어나서 참 감사하다영화관에서 본 걸 또 영화관에서 보고싶다는 생각은 처음이다 말로 설명 불가능 별점 3,000개 만큼 주고싶다 ",10
어벤져스: 엔드게임,Say green~~~ ,10
헬보이,잔인한데 하품나옴...아덛 ,2
어벤져스: 엔드게임,별 진짜 10점 만점 줍니다. 그냥 영화관에서 보세요. ,10
어벤져스: 엔드게임,이 영화를 보기전에 이전 마블 영화 10편을 다 봐야 제대로 즐길수 있을 듯. 그 정도까지 해서 봐야하냐고 물어보면.. 난 충분히 그럴 가치가 있다고 생각한다. ,10
어벤져스: 엔드게임,왜 질질 짜 슬프자나~~~ ,10
악질경찰,역겹다 .. 진짜 너무 역겹다 ... 할말이없다 역겨워서그리고 지겨운 세월호 ?? 그건좀 아닌거같습니다. 지겨운이라니요 생각좀하고 댓글다세요 세월호는 평생 저희가 안고가야하는 참사입니다. 잊지말아주세요 ,1
터뷸런스,남자의 행동이 진짜 정신병걸린거같이 소름돋고..아슬아슬하고 재밌네요 비행기 밖 CG는 약간 티가 나지만..테리가 죽지않기위해 하는 행동들이 되게 재밌네요 ,9
어벤져스: 엔드게임,다좋은데 마지막 대전투 장면에 뜬금없는 PC가 튀어나와서 이게 머지? 싶었네요 PC주의가 반드시 나쁜건 아닌데 갑자기 툭튀어나오는게 개연성이 떨어지고 너무 이상했네요 ,8
어벤져스: 엔드게임,에이션트 원 씹간지 ㄷㄷ ,10
어벤져스: 엔드게임,정말 3시간이 언제 지나갔을지 모를정도로 몰입도 좋았다. 마블팬 아닌데 잼났슴. ,10
어벤져스: 엔드게임,무조건봐야된다 어제보고 오늘또 보러가요 ,10
어벤져스: 엔드게임,하 요즘 개정은 공산당 빠는 문석탄같은 영화만 있어서스트레스였는데역시 미국영화 클라스 스케일 굿! ,10
어벤져스: 엔드게임,그냥 보세요...진짜 말이 필요없습니다. ,10
썬키스 패밀리,소문으로 들었던 알바들이 여기 다 모여있군요;;배우들 경력에 오점이 될 만한 영화입니다.이렇게 스토리가 뚝뚝 끊길수도 있나 싶네요만원 너무 아까워요ㅠㅠㅠㅠ ,2
어벤져스: 엔드게임,볼만해요~^^스포는 하지않는걸로 ㅎ ,6
어벤져스: 엔드게임,눈물흘리면서 봤네요 ㅠㅠ ,10
어벤져스: 엔드게임,아쉽지만 고이 보내드립니다역시 실망시키지 않네요 최고!! ,10
어벤져스: 엔드게임,대박입니다 마지막이라니 너무 슬퍼요 ,10
어벤져스: 엔드게임,끝났다니 아쉬워요ㅜㅜ ,10
어벤져스: 엔드게임,너무 행복했다 그동안.. ,10
어벤져스: 엔드게임,소름 만번쯤 돋으니까 영화가 끝나고 나갈땐 울먹이면서 나간다 근데 나만 그런게 아니라는게 소름 ,10
어벤져스: 엔드게임,재미는 있었지만 기대이상은 아니었네요 ,8
어벤져스: 엔드게임,3000만큼사랑해♡ ,10
어벤져스: 엔드게임,이번은 몇번을봐도 질리지않을거같음 ,10
어벤져스: 엔드게임,3000 만큼 사랑해.... ,10
어벤져스: 엔드게임,치즈버거ㅠㅅㅠ 진짜어벤져스사랑해요 많이 울엇고 웃엇고 저한텐 역대작! ,10
뽀로로 극장판 보물섬 대모험,5살 아이가 카봇보다 더 집중해서 잘 보더라구요~ ,10
달콤한 인생,이병헌 연기 기가막히게 좋았음..신민아랑 에릭은 좀 별로. ,8
어벤져스: 엔드게임,역시마블!! 왜엔드게임인지 알것같네요 ,10
어벤져스: 엔드게임,3.000!!!! 굳 ,10
어벤져스: 엔드게임,i love you 3000 ,10
어벤져스: 엔드게임,역시 명불허전 화려한 전투신에 소오름 ,10
어벤져스: 엔드게임,엄청 지루하고..보고 나면 허탈한 기대가 커서 그런건지 완전 실망 입니다 ,6
어벤져스: 엔드게임,I am iron man. ,10
어벤져스: 엔드게임,미쳤어 난 다시보러간다3000만큼 사랑해 마블 ,10
어벤져스: 엔드게임,멜로 영화를 본것처럼 여운이 많이 남네요.. ,10
어벤져스: 엔드게임,역시 기다린 보람이 있다 두번 보러 가야지 ㅎ근데 스토리상 토르가 망치들고 왔는데 그시간토르는 망치없이 적을 이길수있나? 캡아가 망치들고 스톤돌리러가는데 늙은 캡아한테는 망치가 없다? 다음 캡아 스토리인가 ,10
어벤져스: 엔드게임,흑흑 최고의 영화 넘 짧아요 5시간은 했어야했어 ,10
극한직업,뉘..뉘 중국말 할줄 아뉘? ,10
어벤져스: 엔드게임,인간계로 내려온 토르~~~! ,10
어벤져스: 엔드게임,기다렸던 만큼 너무 행복했습니다:) ,10
아쿠아맨,재밌네요 2도 나오면 꼭보러 가겠습니다 ,10
어벤져스: 엔드게임,아메리카 엉덩이 다시보고싶네요 ,10
어벤져스: 엔드게임,마블은 사랑입니다!!! 자그럼 또보러간다 ,10
어벤져스: 엔드게임,인피니티워가 훨씬재밌었다 어벤져스보다가 처음으로 졸았네 노잼 ,1
어벤져스: 엔드게임,대존잼♥ 장면 하나하나가 다 명장면 ,10
어벤져스: 엔드게임,늘 그래왔듯 나를 설레게 해주던 영웅들이었습니다. [ Avengers Assemble ] ,10
스파이 브릿지,에이블의 가족이 볼일을 마치고 방을 나가는 모습에서 소름 돋았고 베를린 장벽의 탄생과 그 벽을 넘으려는 모습들이 인상적. 도노반과 에이블의 신념과 국적를 초월한 우정은 멋졌다 ,8
어벤져스: 엔드게임,I am Iron man ,10
어벤져스: 엔드게임,ㅠㅠ감동적이고재밌어요 ,9
트와일라잇,트와일라잇1은 분위기가 오져 차갑고 축축한 뱀파이어느낌이 필터로 너무 잘 나타나있달까 ,8
널 기다리며,영화 잼 잇네요  즐감 했습니다 ,10
어벤져스: 엔드게임,ㄹㅇ 인생영화 세대교체좋다 ,10
어벤져스: 엔드게임,시작과끝이 이토록 완벽하긴 처음이다 깔끔하고 완벽했다 ,10
생일,보는 내내 같이 울었습니다. 영화가 끝난 후에도 진한 여운이 남아서 한참을 멍하니 있었습니다..  유가족분들의 마음을 아주 조금이나마 느낄 수 있었습니다 미안합니다 잊지 않겠습니다 ,10
어벤져스: 엔드게임,마블영화 말해뭐하겠습니까 ,10
어벤져스: 엔드게임,개지린다역대최고의영화 ,10
어벤져스: 엔드게임,이제는 어벤져스들을 볼 수 없어 슬프지만3000만큼 사랑합니다! ,10
어벤져스: 엔드게임,3000만큼 사랑합니다 ,10
어벤져스: 엔드게임,마지막에 아이언맨이 타노스에게 한 대사 스포       ___ 마~ 느그 서장 남천동 살제?/ 마 어제 마 내가 느그서장이랑 밥도 먹고  사우나도 가고 마 다했어 ,10
어벤져스: 엔드게임,중간고사 땜시 못보는데 제발 스포 좀 하지마 OOO들아ㅠㅠ ,10
어벤져스: 엔드게임,페이스북 스포자제해라 적당히해야지 적당히 ,10
어벤져스: 엔드게임,잼이 있었따 3시간이 어디갔냐 ,10
어벤져스: 엔드게임,선 평점 후관람 ! 내 젊은날의 영화담당 ,10
어벤져스: 엔드게임,액션씬 빼고 지루하다거나 별로였다는 사람들은 마블에대해 잘 모르고 본 사람임. 캐릭터별 감정씬에 10년동안 쌓아온 마블시네마틱의 끝과 시작을 잘 보여줬다. 곳곳에 들어간 마블 팬이라면 좋아할 수 밖에 없는 재밌는 요소들도 보는 맛이 있었음 ,10
어벤져스: 엔드게임,먼지로 흥한자 먼지가 되어 사라지다 ,10
어벤져스: 엔드게임,고민없이별다섯개갑니다 ,10
어벤져스: 엔드게임,프로페서헐크가 되는 과정 좀만 보여줬으면 ,10
터미네이터: 미래전쟁의 시작,개똥노쟁 이게 3보다 호평이라니ㅋㅋㅋ ,1
어벤져스: 엔드게임,보는 내내 지난 11년의 추억의 사진첩을 열어보는 느낌 ,10
어벤져스: 엔드게임,영화보고 지렸습니다... 팬티 갈아입다가 또 지렸습니다.. ,10
피케이: 별에서 온 얼간이,피케이가 씹는 나뭇잎 뭔지 아시는 분 ,10
어벤져스: 엔드게임,진짜 최고에요 역대급 빨리 소장하고 싶다 ㅠㅠㅠ ,10
어벤져스: 엔드게임,더이상 설명이 필요 없다꼭 보시길 ,10
어벤져스: 엔드게임,영화봐서 좋은건 이제 평점 댓글 막봐도 까딱없다는것..그나저나 다음엔 DC가 이정도 해줄라나? ,10
어벤져스: 엔드게임,완벽했습니다 마블 사랑해오 ,10
어벤져스: 엔드게임,"10점 만점에1,000점 ",10
어벤져스: 엔드게임,감동적입니다 미블최고 ,10
인터스텔라,지금까지 살아오며 영화를 보면서 이토록 전율을 느낀적은 없었다. ,10
어벤져스: 엔드게임,마블 진짜 진짜 진짜 사랑해 ,10
밤의 해변에서 혼자,뭐하자는건지 역겹다ㅋ ,1
어벤져스: 엔드게임,관람하기전 평점보다가 스포글 봐서 김이빠져버렸지만 정말 재밌게보고 나왔습니다.그리고 개념없는 개레기들아 스포하지마라 ,10
어벤져스: 엔드게임,시리즈 다 보고나서 보상받은 기분 ㅠ 진짜 잼 또 볼겁니다!!! ,10
패컬티,킬링타임으로 볼만함ㅇㅇ ,10
어벤져스: 엔드게임,마지막 배우들 다 나올때 뭉클... ,10
어벤져스: 엔드게임,최고!!! 3시간이 30분인듯 흘러감 ,10
어벤져스: 엔드게임,가히 히어로물 중 최고가아닌가싶다 ,10
어벤져스: 엔드게임,어벤져스 사랑해요♡♡ ,10
어벤져스: 엔드게임,캡틴마블 사기케 인정? ,2
어벤져스: 엔드게임,마블 3000만큼 사랑해요ㅠㅠ  액션영화로 이렇게  운 적은 처음입니다ㅠㅠ ,10
어벤져스: 엔드게임,"마블영화의 총정리이자 강동과 재미 액션,유머까지 다 갖춘 영화네요~대박!!! ",10
어벤져스: 엔드게임,나의 청춘과 함께한 어벤져스 3000만큼 사랑해 ,10
어벤져스: 엔드게임,막컷 대전쟁씬때 한곳에 모인 어벤져스들...캡틴의 한마디 그리고 격돌... 소름끼쳐서그렁그렁한 적은 처음 ㅜㅜ어벤져스 어셈블!!! ,10
어벤져스: 엔드게임,아무말도 하고싶지 않습니다 ,10
어스,가장 다행인 것은 엔딩 크레딧에 그 ost가 안나왔단 거다.노래듣고 쌀뻔ㅋ ,10
어벤져스: 엔드게임,스포고 나발이고  토르 내스타일이다. 사랑한다 토르 니가 캡틴이다~ ,10
어벤져스: 엔드게임,세시간 순삭... 나도 시간여행함^^ ,10
어벤져스: 엔드게임,오열하고 나옴...스포에 당했지만 알고 봐서 더 슬펐다 ,10
어벤져스: 엔드게임,마지막40분 액션씬외에는 지루하다. ,2
뽀로로 극장판 보물섬 대모험,6살 딸이랑 봤어요 역시 재밌어하네요 ^^ ,10
